family_id,ic_fc,ic_fc_p,holm_corrected_ic_fc_p,bh_corrected_ic_fc_p,family_name,IC_tumour,IC_healthy
PTHR11567,1.1387287281526708,0.1761082389176108,1.0,0.442767014637546,ACID PHOSPHATASE-RELATED,1.1391832016233545,1.0003991060025548
PTHR43272,1.0295552164474016,0.7843021569784302,1.0,0.9250392134632872,LONG-CHAIN-FATTY-ACID--COA LIGASE,1.0550416671707608,1.0247548167560245
PTHR11937,1.0046560501202275,0.973360266397336,1.0,0.989793621544304,ACTIN,1.1957552471514452,1.1902135531940032
PTHR11915,1.2078203811513395,0.0325896741032589,1.0,0.1565503976862072,SPECTRIN/FILAMIN RELATED CYTOSKELETAL PROTEIN,1.2131126742946792,1.0043816888884538
PTHR23255,1.0419143300359732,0.7122528774712253,1.0,0.8937403895191819,TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE I AND II,1.0581909044476263,1.0156217972461286
PTHR11905,1.1533824429138095,0.1361386386136138,1.0,0.3848251048175438,ADAM  A DISINTEGRIN AND METALLOPROTEASE DOMAIN,1.219284501376824,1.0571380801467074
PTHR13723,1.014607826877216,0.9286107138928612,1.0,0.97686145122463,ADAMTS  A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS  PROTEASE,1.0885939122096533,1.072920869889362
PTHR45627,1.0029200359867352,0.967490325096749,1.0,0.989793621544304,ADENYLATE CYCLASE TYPE 1,1.0916091008759985,1.088430843643488
PTHR45620,1.018308183833034,0.901820981790182,1.0,0.96591110487258,PDF RECEPTOR-LIKE PROTEIN-RELATED,1.0262962543690926,1.0078444528511983
PTHR12011,1.0574189833944747,0.6176738232617673,1.0,0.8430623506264938,ADHESION G-PROTEIN COUPLED RECEPTOR,1.2098853748054241,1.144187303051357
PTHR15427,1.1539305572560534,0.1764282357176428,1.0,0.442767014637546,EMILIN  ELASTIN MICROFIBRIL INTERFACE-LOCATED PROTEIN   ELASTIN MICROFIBRIL INTERFACER,1.2051821348537701,1.0444147849932905
PTHR20855,1.1023288950416992,0.3233467665323347,1.0,0.6559080782249173,ADIPOR/PROGESTIN RECEPTOR-RELATED,1.2773813015227975,1.1588023386382096
PTHR22957,0.8323832989116565,0.2126078739212608,1.0,0.503859009748271,TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN,1.2551109726234078,1.5078521809176861
PTHR24248,0.9161810103774168,0.6435035649643503,1.0,0.8583701726866888,ADRENERGIC RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR,1.231893333959478,1.3445960132397967
PTHR11532,1.0791290950270451,0.4234457655423446,1.0,0.7367055532984494,PROTEASE M14 CARBOXYPEPTIDASE,1.1737053769888393,1.0876413048240832
PTHR12801,0.9270442473101744,0.4041059589404105,1.0,0.7185240392494034,RNA EXONUCLEASE REXO1 / RECO3 FAMILY MEMBER-RELATED,1.1147663822857108,1.2024953345217584
PTHR10528,1.198887453777287,0.0159498405015949,1.0,0.0975681649433505,AF4/FMR2 FAMILY MEMBER,1.1570388886987346,0.9650938334981373
PTHR45819,0.9863170191475892,0.8570714292857071,1.0,0.949203577271158,CENTAURIN-GAMMA-1A,1.2183932075113701,1.2352957354060015
PTHR12756,1.0538548194501172,0.5412145878541215,1.0,0.8056483313493861,CYTOSOLIC CARBOXYPEPTIDASE,0.9978564019282292,0.9468632524249355
PTHR11973,0.9474959781282224,0.4943850561494385,1.0,0.783610321791519,CELL SURFACE GLYCOPROTEIN MUC18-RELATED,1.036517033600792,1.0939540193599828
PTHR12358,1.0582043481920589,0.6168738312616874,1.0,0.8430623506264938,SPHINGOSINE KINASE,1.1233737876757874,1.061584928842017
PTHR22891,1.0229136392925726,0.8980710192898071,1.0,0.96591110487258,EUKARYOTIC TRANSLATION INITIATION FACTOR 2C,1.2144011428191828,1.1871981134781213
PTHR10983,0.973505306508206,0.7449525504744953,1.0,0.9049932756486389,1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE-RELATED,1.1189807714966427,1.1494346913323192
PTHR10574,1.217431879393032,0.0517894821051789,1.0,0.2079546896838724,NETRIN/LAMININ-RELATED,1.3516291847766162,1.1102298269456268
PTHR11461,1.1121314447111248,0.2357076429235707,1.0,0.5415734112453597,"SERINE PROTEASE INHIBITOR, SERPIN",1.4597366021855214,1.3125576199894988
PTHR13857,0.8961133313547962,0.2948870511294887,1.0,0.6157241627583724,MRNA EDITING ENZYME,1.1766669492917785,1.3130782771782041
PTHR23359,1.0489662350638669,0.6113438865611344,1.0,0.8430623506264938,NUCLEOTIDE KINASE,1.324829565453831,1.2629859009457725
PTHR22948,0.9957779464758516,0.9301106988930112,1.0,0.97686145122463,TUDOR DOMAIN CONTAINING PROTEIN,1.0675658842207416,1.0720923153590025
PTHR13944,1.2298612174400083,0.0245197548024519,1.0,0.131499780892602,AGAP007712-PA,1.2081533267575506,0.9823493168378346
PTHR14514,0.853208776845639,0.0883591164088359,1.0,0.2847127084284712,PKA ANCHORING PROTEIN,1.0125611815053739,1.1867683607860506
PTHR11732,1.224585299888438,0.0133698663013369,1.0,0.0894752590935629,ALDO/KETO REDUCTASE,1.1617173221853034,0.9486618223255977
PTHR24356,0.9238181229959744,0.4621953780462195,1.0,0.7588129779079567,SERINE/THREONINE-PROTEIN KINASE,1.184151295856177,1.2818013268844899
PTHR24068,1.5913746820671006,1.999980000199998e-05,0.0153398466015339,0.0007829921700782,UBIQUITIN-CONJUGATING ENZYME E2,3.107580255189612,1.9527646695704965
PTHR13693,1.1529988423869793,0.1776782232177678,1.0,0.4444793890719239,CLASS II AMINOTRANSFERASE/8-AMINO-7-OXONONANOATE SYNTHASE,1.1842564108228402,1.027109800362977
PTHR11699,1.1963312562336186,0.0628693713062869,1.0,0.2351959337549481,ALDEHYDE DEHYDROGENASE-RELATED,1.2468296424404646,1.0422110397464903
PTHR22760,1.0670969944534312,0.5871341286587134,1.0,0.8311306417621743,GLYCOSYLTRANSFERASE,1.0636680256868332,0.9967866381552768
PTHR24416,1.0803969863455976,0.4891651083489165,1.0,0.7769092897306321,TYROSINE-PROTEIN KINASE RECEPTOR,1.3841527934970292,1.281152031142634
PTHR10250,1.1049880663497318,0.1060989390106098,1.0,0.3232508530945818,MICROSOMAL GLUTATHIONE S-TRANSFERASE,1.1086974265954632,1.0033569233539175
PTHR22923,0.9165594280665098,0.3768362316376836,1.0,0.6974328144042503,CEREBELLIN-RELATED,1.064637794657168,1.1615589366671246
PTHR13318,0.9373608817732644,0.5242147578524214,1.0,0.7989712918404798,UNCHARACTERIZED,1.0455164439208853,1.1153830549691974
PTHR12558,1.274348852624188,0.0114798852011479,1.0,0.0817159101136261,"CELL DIVISION CYCLE 16,23,27",1.1578791459722015,0.9086045344552608
PTHR11437,1.0761889985312123,0.5073549264507355,1.0,0.7945891714045085,RIBONUCLEASE,1.1428514013890971,1.0619430257592977
PTHR12121,1.062929376878717,0.5482045179548205,1.0,0.8114255908480614,CARBON CATABOLITE REPRESSOR PROTEIN 4,1.1938860430331626,1.1232035439071162
PTHR19143,1.1146400137911672,0.2562874371256287,1.0,0.5713395991040089,FIBRINOGEN/TENASCIN/ANGIOPOEITIN,0.9617236259502782,0.862810965021083
PTHR24133,0.9556619640780034,0.5761942380576194,1.0,0.8278166759616807,FAMILY NOT NAMED,0.9851476277455306,1.0308536540909303
PTHR24118,0.9833055412791556,0.8212117878821211,1.0,0.933099712481136,POTE ANKYRIN DOMAIN,1.0211127123711623,1.0384490572918241
PTHR11685,1.2276258675057086,0.0430495695043049,1.0,0.1862310106180706,RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING,1.196162566111329,0.974370610601168
PTHR24124,1.147330157625036,0.1022289777102228,1.0,0.315138935224821,ANKYRIN REPEAT FAMILY A,1.1598813254185643,1.0109394560145655
PTHR12447,0.9260755888924556,0.4249757502424975,1.0,0.7367055532984494,UNCHARACTERIZED WITH ANKYRIN REPEAT DOMAIN,1.1016437095247775,1.1895829268562095
PTHR24173,1.1070853604869169,0.3339066609333906,1.0,0.6609165726524552,FAMILY NOT NAMED,1.1186890630446114,1.0104813079206272
PTHR24147,0.8790035305718499,0.1699583004169958,1.0,0.4348932981258422,ANKYRIN REPEAT DOMAIN 36-RELATED,1.440468498474241,1.6387516640998137
PTHR24123,0.9263499641398724,0.4622653773462265,1.0,0.7588129779079567,ANKYRIN REPEAT-CONTAINING,1.0429387972705633,1.1258583015533863
PTHR24161,0.9656700060250668,0.6819431805681944,1.0,0.8782261683962109,FAMILY NOT NAMED,1.0566616753715703,1.0942264632625902
PTHR24201,1.2076264530769738,0.0195298047019529,1.0,0.1120193177630267,FAMILY NOT NAMED,1.1892979289053374,0.9848226874088951
PTHR24166,0.8291886620081689,0.1116288837111628,1.0,0.3325937195173502,"ROLLING PEBBLES, ISOFORM B",1.045527017751654,1.260903658788026
PTHR12308,0.988215247523768,0.8817511824881751,1.0,0.9581608760888812,NGEP-RELATED,0.9889409224498066,1.0007343288093036
PTHR11533,1.09808437643652,0.3550664493355066,1.0,0.6759706010688078,PROTEASE M1 ZINC METALLOPROTEASE,1.0881617713855427,0.9909637134778517
PTHR10502,1.442419338957428,9.99990000099999e-05,0.0755992440075599,0.0026999730002699,ANNEXIN,1.7911296197175859,1.2417537475698355
PTHR11134,1.160282459701782,0.1455885441145588,1.0,0.393710062899371,ADAPTOR COMPLEX SUBUNIT BETA FAMILY MEMBER,1.2640050181172735,1.089394231161738
PTHR22780,1.0946048523559662,0.3246567534324657,1.0,0.6568636639215003,"ADAPTIN, ALPHA/GAMMA/EPSILON",0.99115923314865,0.9054950112959376
PTHR10529,1.100643631474295,0.3089169108308917,1.0,0.633078812815005,AP COMPLEX SUBUNIT MU,1.1968961805505052,1.0874511479681062
PTHR11753,0.9504190047887076,0.5811041889581104,1.0,0.8303003283835776,ADAPTOR COMPLEXES SMALL SUBUNIT FAMILY,1.1573520174758656,1.2177281931911301
PTHR12345,1.0707220495152543,0.4234557654423456,1.0,0.7367055532984494,SYNTENIN RELATED,1.2069293461209611,1.1272106954997054
PTHR14096,0.865374237183086,0.2729172708272917,1.0,0.5919507563927131,APOLIPOPROTEIN L,1.20517123956084,1.3926590228567926
PTHR19139,1.0073357608331113,0.9333306666933332,1.0,0.978310457859277,AQUAPORIN TRANSPORTER,1.1201750170918332,1.1120175225045037
PTHR10887,0.9600254123844194,0.6638133618663813,1.0,0.864835045493139,DNA2/NAM7 HELICASE FAMILY,1.0924801731636635,1.1379700569074152
PTHR48092,1.090314930322997,0.3294067059329407,1.0,0.660617102268875,KNIRPS-RELATED PROTEIN-RELATED,1.0461496509098136,0.9594930985673048
PTHR44329,1.0814232393996597,0.4145158548414516,1.0,0.729361605260352,SERINE/THREONINE-PROTEIN KINASE TNNI3K-RELATED,1.2506836570677338,1.1565163494748283
PTHR10740,0.9801921005810544,0.8095519044809552,1.0,0.933099712481136,TRANSFORMING GROWTH FACTOR ALPHA,1.0013022863897048,1.0215367842651717
PTHR11254,1.0179310563551638,0.949140508594914,1.0,0.9843404214964472,HECT DOMAIN UBIQUITIN-PROTEIN LIGASE,1.247108192737934,1.2251401359178213
PTHR11711,1.263396067572842,0.0116898831011689,1.0,0.082461067281219,ADP RIBOSYLATION FACTOR-RELATED,2.021224119687214,1.5998341071064577
PTHR10663,0.8690538075490847,0.2254677453225467,1.0,0.5207706330016346,GUANYL-NUCLEOTIDE EXCHANGE FACTOR,1.0080605205407842,1.159951790998679
PTHR45793,1.0473809680850683,0.4294457055429446,1.0,0.7377812406086465,HOMEOBOX PROTEIN,1.4369847296409843,1.3719790347806602
PTHR12552,0.9397675425798364,0.4840951590484095,1.0,0.7738705505001976,OLIGOPHRENIN 1,1.0165216618665873,1.0816735158527064
PTHR15228,1.0527392458447111,0.6136438635613644,1.0,0.8430623506264938,SPERMATHECAL PHYSIOLOGY VARIANT,1.0280762726937167,0.9765725717471316
PTHR15729,1.239894090325916,0.0039799602003979,1.0,0.041550784492155,CDC42 GTPASE-ACTIVATING PROTEIN,1.0277902620247186,0.8289339146334328
PTHR14166,1.0139555901611847,0.907240927590724,1.0,0.9660485052758168,SLIT-ROBO RHO GTPASE ACTIVATING PROTEIN,1.1949941360888743,1.178546819687542
PTHR22826,1.014298450722527,0.904230957690423,1.0,0.96591110487258,RHO GUANINE EXCHANGE FACTOR-RELATED,1.0004989711309726,0.9863950501139734
PTHR13964,1.058631336981979,0.5319446805531944,1.0,0.8009859324483678,RBP-RELATED,1.145548618504865,1.082103446673576
PTHR15712,1.2654587090578409,0.0073499265007349,1.0,0.0605788678955315,ARMADILLO REPEAT CONTAINING PROTEIN,1.3992060433637572,1.1056907928710666
PTHR11188,1.006847684894738,0.982970170298297,1.0,0.99440005599944,ARRESTIN DOMAIN CONTAINING PROTEIN,1.0304839581314613,1.0234755202711665
PTHR12138,1.190221308914024,0.0732292677073229,1.0,0.2537102505081144,PRIMATE-EXPANDED PROTEIN FAMILY,1.2766301226766479,1.0725989470323527
PTHR42693,1.091585628035226,0.3529164708352916,1.0,0.6759706010688078,ARYLSULFATASE FAMILY MEMBER,1.2423681803444278,1.1381316760102358
PTHR10372,1.1942248548664944,0.0317796822031779,1.0,0.1555218197818021,PLAKOPHILLIN-RELATED,1.1999728726512988,1.0048131788258994
PTHR22802,1.1194962296986055,0.9033909660903392,1.0,0.96591110487258,C-TYPE LECTIN SUPERFAMILY MEMBER,1.2820057149675386,1.145163048304925
PTHR11690,0.722500678949987,0.0125798742012579,1.0,0.085652534779,AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED,0.9639114852515722,1.3341322898857666
PTHR45712,0.9506471698186532,0.5730442695573045,1.0,0.8248045276900172,AGAP008170-PA,1.0375680244100878,1.0914333491446855
PTHR23389,0.9119966025622952,0.3512964870351296,1.0,0.6759706010688078,CHROMOSOME TRANSMISSION FIDELITY FACTOR 18,1.0517735314598256,1.1532647473738635
PTHR12112,1.150093640735921,0.1015489845101549,1.0,0.3149918698441474,BNIP - RELATED,1.113018022055845,0.9677629565394829
PTHR23351,1.2051425984751845,0.0111698883011169,1.0,0.0802387388970147,FOS TRANSCRIPTION FACTOR-RELATED,1.4135720669175738,1.1729500464974991
PTHR22624,1.0119589721835818,0.9210107898921012,1.0,0.9732138306147304,CYSTEINE PROTEASE ATG4,1.1292251219741527,1.1158803400275579
PTHR10953,1.292939594889288,0.0072599274007259,1.0,0.0604736505826431,UBIQUITIN-ACTIVATING ENZYME E1,1.5449644645580924,1.194923931995749
PTHR10751,1.2716623095779058,0.0179198208017919,1.0,0.1054978923894971,GUANYLATE BINDING PROTEIN,1.3056321873764356,1.0267129705289517
PTHR11139,1.1080963028993625,0.2414175858241417,1.0,0.5497105784756106,ATAXIA TELANGIECTASIA MUTATED  ATM -RELATED,1.0286513464757734,0.9283050072311323
PTHR19290,0.9092407755601816,0.0942890571094289,1.0,0.2964993241633848,BASIC HELIX-LOOP-HELIX PROTEIN NEUROGENIN-RELATED,1.3160157585336065,1.4473787294930998
PTHR24092,0.9294816374576156,0.4523254767452325,1.0,0.7564269580234134,PROBABLE PHOSPHOLIPID-TRANSPORTING ATPASE,1.0376175334509676,1.1163400024653913
PTHR45630,1.0944650356787171,0.3520264797352026,1.0,0.6759706010688078,CATION-TRANSPORTING ATPASE-RELATED,1.160762121982361,1.0605748782669222
PTHR11523,1.0181641274292883,0.8966910330896691,1.0,0.9657621443042792,SODIUM/POTASSIUM-DEPENDENT ATPASE BETA SUBUNIT,0.8881688576189668,0.872323855940056
PTHR24093,1.1196468358330394,0.1521784782152178,1.0,0.4052916613691006,CATION TRANSPORTING ATPASE,1.051241858833228,0.938904862845507
PTHR11941,1.2625039224880903,0.0041999580004199,1.0,0.0419247706257114,ENOYL-COA HYDRATASE-RELATED,1.5627409342704939,1.2378107556218236
PTHR11977,1.1295900485356751,0.1581484185158148,1.0,0.4149334760832993,VILLIN,1.2069598047250456,1.0684936595268868
PTHR24241,1.1618106906824692,0.5606543934560655,1.0,0.8159709852715601,NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR,1.5458561563577713,1.330557696495041
PTHR12317,1.020792982322945,0.6948830511694883,1.0,0.883349467476199,DIACYLGLYCEROL O-ACYLTRANSFERASE,0.9776641493034981,0.9577496771957666
PTHR16675,1.1552596569032283,0.0912490875091249,1.0,0.2916246347740605,MHC CLASS I-RELATED,2.0559009360823124,1.779600736334329
PTHR19944,0.4850724063288917,0.0841491585084149,1.0,0.2780117768442569,MHC CLASS II-RELATED,1.6324814119350874,3.365438624493142
PTHR11214,1.1032284992082253,0.3096669033309667,1.0,0.633078812815005,"BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE",1.1200698217297198,1.0152654890021273
PTHR10811,1.17168019374369,0.1191988080119198,1.0,0.3496778515360914,FRINGE-RELATED,1.0861741062754913,0.9270226739986159
PTHR12369,1.0517550898546997,0.6245537544624554,1.0,0.8441330586694132,CHONDROITIN SYNTHASE,1.0757215275413057,1.0227870898061715
PTHR19300,1.1187360589978586,0.2604573954260457,1.0,0.5744736355453347,"BETA-1,4-GALACTOSYLTRANSFERASE",1.1936454863446238,1.0669589817404017
PTHR46105,0.8814410781130743,0.1431385686143138,1.0,0.393710062899371,AGAP004733-PA,0.960665639606509,1.0898807231256342
PTHR12329,1.1367469394505048,0.1649483505164948,1.0,0.4262526681663877,BCL2-ASSOCIATED ATHANOGENE,1.2528103607513277,1.102101371266434
PTHR11256,1.24795931427677,0.0120198798012019,1.0,0.0831757471898965,BCL-2 RELATED,1.3177476344332852,1.0559219514275264
PTHR10589,1.0851921848412336,0.3787562124378756,1.0,0.6974328144042503,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE,1.186688897703985,1.0935287908266764
PTHR45915,1.3706646520600276,0.0006899931000689,0.5057649423505765,0.0105934234775299,TRANSCRIPTION INTERMEDIARY FACTOR,1.1213221698590428,0.8180864430798297
PTHR11947,1.10590638290636,0.3077869221307787,1.0,0.633078812815005,PYRUVATE DEHYDROGENASE KINASE,1.341735704746093,1.2132452850303372
PTHR24399,1.1288832129028257,0.2415075849241507,1.0,0.5497105784756106,ZINC FINGER AND BTB DOMAIN-CONTAINING,1.2881326742263992,1.141068145494051
PTHR43313,1.0924438893922872,0.3404365956340436,1.0,0.6680748230111684,SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY 9C,1.053028887252186,0.9639203417925396
PTHR19430,0.6831445181878352,0.0002199978000219,0.1641183588164118,0.0045331125636112,PROTEIN BEX1-RELATED,1.0213261025412699,1.495036665522148
PTHR23239,0.984115531434444,0.8054319456805432,1.0,0.933099712481136,INTERMEDIATE FILAMENT,1.0347866668673953,1.051489011009808
PTHR23349,0.8042209368550469,0.0787592124078759,1.0,0.2651755885874618,"BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, TWIST",1.0487174322361505,1.3040165757649
PTHR10985,0.9946563216182271,0.916260837391626,1.0,0.9708149332579746,"BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED",1.0670962579323717,1.0728291116637048
PTHR10044,1.135587218083003,0.2197578024219758,1.0,0.5136428635713642,INHIBITOR OF APOPTOSIS,1.1444079182531326,1.0077675232951533
PTHR13710,0.8715405182859278,0.1983480165198348,1.0,0.4801143655230114,DNA HELICASE RECQ FAMILY MEMBER,1.0930690984522429,1.254180471840827
PTHR14098,1.1036514491194855,0.4252757472425276,1.0,0.7367055532984494,SH2 DOMAIN CONTAINING PROTEIN,1.1832047753913606,1.0720819297934523
PTHR45645,1.0303772031858405,0.7947420525794742,1.0,0.9315500118541415,DORSAL-VENTRAL PATTERNING PROTEIN TOLLOID-RELATED-RELATED,1.0552186144047058,1.0241090458349247
PTHR11848,0.9835657730097094,0.8424615753842462,1.0,0.9423534478940924,TGF-BETA FAMILY,1.0443641275249458,1.0618142234953798
PTHR44170,1.3135290346607038,0.0046699533004669,1.0,0.0445923589544592,PROTEIN SIDEKICK,1.2881214081028618,0.9806569737802538
PTHR10410,1.3790766185266758,0.0001199988000119,0.0903590964090359,0.0028472442548301,EUKARYOTIC TRANSLATION INITIATION FACTOR 3 -RELATED,1.556035753540752,1.1283171164218022
PTHR13793,0.9549280638229122,0.6267337326626734,1.0,0.8446342731064944,PHD FINGER PROTEINS,1.0985206344992882,1.1503700394996461
PTHR11472,1.067419689029073,0.5222347776522235,1.0,0.7989712918404798,DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER,1.0503314945594118,0.9839911192895398
PTHR24343,1.1373145571357417,0.2554174458255417,1.0,0.5713395991040089,SERINE/THREONINE KINASE,1.1526445364062003,1.0134791023066294
PTHR10075,1.1132023340857342,0.2831271687283127,1.0,0.6057064839187674,BASIGIN RELATED,1.074890553218176,0.9655841712737512
PTHR24103,0.9006244075035236,0.3298867011329887,1.0,0.660617102268875,E3 UBIQUITIN-PROTEIN LIGASE TRIM,1.3046044334227767,1.4485554938923548
PTHR24327,0.6928596325147439,0.0417795822041779,1.0,0.1837832183475918,HOMEOBOX PROTEIN,1.5564278273668004,2.2463826067016384
PTHR45774,1.2376314912951571,0.0309396906030939,1.0,0.1523633820265571,BTB/POZ DOMAIN-CONTAINING,1.2053089859593846,0.9738835787848783
PTHR24410,1.1128705021075886,0.1636883631163688,1.0,0.4262234786290011,HL07962P-RELATED,1.1007599693469747,0.9891177520316301
PTHR24100,1.0581057281925184,0.5938140618593815,1.0,0.8356789681654351,BUTYROPHILIN,1.1069567867532284,1.046168409506824
PTHR15344,1.1254176006376346,0.1439485605143948,1.0,0.393710062899371,CDC42 EFFECTOR PROTEIN  BORG,1.026482440307241,0.9120902674044302
PTHR11481,1.0419388878050773,0.992370076299237,1.0,0.9968293393989136,IMMUNOGLOBULIN FC RECEPTOR,1.2519587262926057,1.2015663691466183
PTHR16200,0.8750227264299444,0.1658583414165858,1.0,0.4271943464775879,RING ZINC FINGER,0.9689806344713267,1.1073776774058575
PTHR24255,1.2907659714842987,0.0008899911000889,0.6496935030649693,0.0129048709512904,"COMPLEMENT COMPONENT 1, S SUBCOMPONENT-RELATED",1.438654621171467,1.1145743325702178
PTHR24225,1.0661536897057822,0.4168558314416856,1.0,0.7301971275589257,CHEMOTACTIC RECEPTOR,1.1729312212490308,1.1001521005594608
PTHR45656,0.7929082644262208,0.0229597704022959,1.0,0.1275000015957287,PROTEIN CBR-CLEC-78,1.0574211138698775,1.333598300473079
PTHR12669,1.2140451008681088,0.0182298177018229,1.0,0.1065219944815477,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E-BINDING PROTEIN,1.2449810138259956,1.0254816834529186
PTHR18952,1.206359150415598,0.0643193568064319,1.0,0.2375568697143217,CARBONIC ANHYDRASE,0.9967380332388238,0.8262365589015886
PTHR10037,0.821441848358123,0.1713582864171358,1.0,0.4370473559108057,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM,1.156329919852235,1.4076832366934728
PTHR12107,1.0957974429397006,0.2850571494285057,1.0,0.6066699930826779,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT,1.3207826561879397,1.2053164247624697
PTHR23050,1.2126391485864771,0.0153998460015399,1.0,0.0956990430095699,CALCIUM BINDING PROTEIN,1.4242928947006406,1.1745397601263858
PTHR10827,1.2436751085903266,0.0057899421005789,1.0,0.0521094789052109,RETICULOCALBIN,1.5516703459420997,1.2476492736924405
PTHR24347,0.5968347845118277,0.0012999870001299,0.942490575094249,0.0172523698491828,SERINE/THREONINE-PROTEIN KINASE,1.135039817243785,1.9017655248967766
PTHR24349,1.19312228203247,0.0701692983070169,1.0,0.2474890115963705,SERINE/THREONINE-PROTEIN KINASE,1.1033927693805445,0.9247943701972694
PTHR24346,0.945474817677772,0.5348046519534805,1.0,0.8022069779302208,MAP/MICROTUBULE AFFINITY-REGULATING KINASE,1.052102193265777,1.112776536819773
PTHR10183,1.2780040637916144,0.0043799562004379,1.0,0.0423395766042339,CALPAIN,1.1456933546857853,0.8964708228600671
PTHR11006,1.3306301841356518,0.0007199928000719,0.5270347296527035,0.0108414300472379,PROTEIN ARGININE N-METHYLTRANSFERASE,1.587739315124265,1.1932235823702004
PTHR24112,0.9556173771049148,0.4768352316476835,1.0,0.7738705505001976,"LEUCINE-RICH REPEAT, ISOFORM F-RELATED",0.9548804075402146,0.9992288026752612
