family_id,ic_fc,ic_fc_p,holm_corrected_ic_fc_p,bh_corrected_ic_fc_p,family_name
PTHR22948,1.1507953471829377,0.24231757682423175,1.0,0.8373323658067766,TUDOR DOMAIN CONTAINING PROTEIN
PTHR13944,0.8255387840233968,0.14135858641413585,1.0,0.7504666332647018,AGAP007712-PA
PTHR14514,0.9088639780405128,0.4109458905410946,1.0,0.8913640089960132,PKA ANCHORING PROTEIN
PTHR11732,1.0840494409194823,0.5667543324566754,1.0,0.933776924857014,ALDO/KETO REDUCTASE
PTHR24356,0.9921072601329612,0.904090959090409,1.0,0.9763150585327242,SERINE/THREONINE-PROTEIN KINASE
PTHR24068,1.1514258397703416,0.4096359036409636,1.0,0.8913640089960132,UBIQUITIN-CONJUGATING ENZYME E2
PTHR13693,0.9666469398199327,0.7217427825721743,1.0,0.9398091299087009,CLASS II AMINOTRANSFERASE/8-AMINO-7-OXONONANOATE SYNTHASE
PTHR11699,1.0184630065552702,0.9536304636953631,1.0,0.9778720069942158,ALDEHYDE DEHYDROGENASE-RELATED
PTHR22760,0.8711411894787855,0.4143758562414376,1.0,0.8938365864960135,GLYCOSYLTRANSFERASE
PTHR24416,1.1190915562000465,0.47261527384726154,1.0,0.910355629268135,TYROSINE-PROTEIN KINASE RECEPTOR
PTHR21553,1.3097100857257329,0.005819941800581994,1.0,0.22028479715202848,ALMS1-RELATED
PTHR22923,1.0243265969542905,0.914910850891491,1.0,0.9778720069942158,CEREBELLIN-RELATED
PTHR13318,0.9587865957226765,0.7351826481735183,1.0,0.9398091299087009,UNCHARACTERIZED
PTHR12558,1.01289792029724,0.968250317496825,1.0,0.9778720069942158,"CELL DIVISION CYCLE 16,23,27"
PTHR12121,1.120845603556684,0.38207617923820764,1.0,0.8841134073866361,CARBON CATABOLITE REPRESSOR PROTEIN 4
PTHR19143,1.6725498682864999,4.999950000499995e-05,0.03774962250377496,0.012616540501261654,FIBRINOGEN/TENASCIN/ANGIOPOEITIN
PTHR24118,1.0895944574110754,0.5983940160598394,1.0,0.933776924857014,POTE ANKYRIN DOMAIN
PTHR11685,0.7910325748531504,0.16496835031649684,1.0,0.7638474170813847,RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING
PTHR24124,1.0758604091156907,0.5596144038559614,1.0,0.933776924857014,ANKYRIN REPEAT FAMILY A
PTHR12447,1.034043939494134,0.8114118858811412,1.0,0.9514857474882042,UNCHARACTERIZED WITH ANKYRIN REPEAT DOMAIN
PTHR24173,1.300254347889486,0.04489955100448995,1.0,0.514984244096953,FAMILY NOT NAMED
PTHR24147,1.0292112988918767,0.8742712572874272,1.0,0.9704154571357513,ANKYRIN REPEAT DOMAIN 36-RELATED
PTHR24123,1.021237454711711,0.9415105848941511,1.0,0.9778720069942158,ANKYRIN REPEAT-CONTAINING
PTHR24161,0.9814863414795653,0.8379016209837902,1.0,0.9617920437109828,FAMILY NOT NAMED
PTHR24201,1.052681402062267,0.8402215977840222,1.0,0.9617920437109828,FAMILY NOT NAMED
PTHR24166,0.8090591394265876,0.16386836131638682,1.0,0.7638474170813847,"ROLLING PEBBLES, ISOFORM B"
PTHR12308,0.8742198101518753,0.2973070269297307,1.0,0.8736032864390457,NGEP-RELATED
PTHR11533,1.0621054255465254,0.6899631003689963,1.0,0.9398091299087009,PROTEASE M1 ZINC METALLOPROTEASE
PTHR10502,0.9719038039934553,0.7692423075769242,1.0,0.9398091299087009,ANNEXIN
PTHR11134,1.0195851614966256,0.961190388096119,1.0,0.9778720069942158,ADAPTOR COMPLEX SUBUNIT BETA FAMILY MEMBER
PTHR22780,0.9811520228576482,0.8576014239857601,1.0,0.9657783659904857,"ADAPTIN, ALPHA/GAMMA/EPSILON"
PTHR10529,1.276411027014835,0.05218947810521895,1.0,0.5198346700743519,AP COMPLEX SUBUNIT MU
PTHR11753,1.0487477442217532,0.7811821881781182,1.0,0.9416479561319037,ADAPTOR COMPLEXES SMALL SUBUNIT FAMILY
PTHR12345,0.695836756235764,0.016169838301616984,1.0,0.3191014243703717,SYNTENIN RELATED
PTHR14096,1.033707798993468,0.8469915300846992,1.0,0.9627763392530994,APOLIPOPROTEIN L
PTHR19139,1.0027811144926968,0.975350246497535,1.0,0.9778720069942158,AQUAPORIN TRANSPORTER
PTHR10887,1.265597861770454,0.05883941160588394,1.0,0.5426914778471263,DNA2/NAM7 HELICASE FAMILY
PTHR48092,1.063130621601818,0.6593234067659324,1.0,0.9398091299087009,KNIRPS-RELATED PROTEIN-RELATED
PTHR44329,0.9083849919706338,0.43801561984380155,1.0,0.8982099751195001,SERINE/THREONINE-PROTEIN KINASE TNNI3K-RELATED
PTHR10740,1.0683099508364176,0.6199238007619924,1.0,0.9341947453541338,TRANSFORMING GROWTH FACTOR ALPHA
PTHR11254,1.103143086115993,0.5310046899531005,1.0,0.933776924857014,HECT DOMAIN UBIQUITIN-PROTEIN LIGASE
PTHR11711,0.8534711032257282,0.25264747352526473,1.0,0.8373323658067766,ADP RIBOSYLATION FACTOR-RELATED
PTHR10663,0.8986542179233091,0.47014529854701453,1.0,0.910355629268135,GUANYL-NUCLEOTIDE EXCHANGE FACTOR
PTHR45793,0.9815194691498943,0.7982320176798232,1.0,0.9478635104102793,HOMEOBOX PROTEIN
PTHR12552,1.0018833191657182,0.960470395296047,1.0,0.9778720069942158,OLIGOPHRENIN 1
PTHR15228,1.0212339034045723,0.94780052199478,1.0,0.9778720069942158,SPERMATHECAL PHYSIOLOGY VARIANT
PTHR15729,1.2682055392911993,0.16899831001689983,1.0,0.7638474170813847,CDC42 GTPASE-ACTIVATING PROTEIN
PTHR14166,1.068423754165743,0.7112228877711223,1.0,0.9398091299087009,SLIT-ROBO RHO GTPASE ACTIVATING PROTEIN
PTHR13964,0.9280802398944195,0.5066349336506635,1.0,0.9263831999361165,RBP-RELATED
PTHR15712,1.0606863764911838,0.7139528604713953,1.0,0.9398091299087009,ARMADILLO REPEAT CONTAINING PROTEIN
PTHR11188,1.092541932367356,0.5388346116538835,1.0,0.933776924857014,ARRESTIN DOMAIN CONTAINING PROTEIN
PTHR12138,1.2114568348949921,0.09090909090909091,1.0,0.643160577740017,PRIMATE-EXPANDED PROTEIN FAMILY
PTHR42693,0.993658202463763,0.9018909810901891,1.0,0.9759578975638815,ARYLSULFATASE FAMILY MEMBER
PTHR10372,1.3379355654643603,0.011869881301186987,1.0,0.31320561794382057,PLAKOPHILLIN-RELATED
PTHR22802,0.7178261654524816,0.1083789162108379,1.0,0.6898015317367487,C-TYPE LECTIN SUPERFAMILY MEMBER
PTHR11690,1.0210228239901635,0.9103108968910311,1.0,0.9778720069942158,AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED
PTHR45712,1.2263635338397443,0.13208867911320887,1.0,0.7504666332647018,AGAP008170-PA
PTHR23389,1.2553150164494438,0.14601853981460186,1.0,0.7522032942935878,CHROMOSOME TRANSMISSION FIDELITY FACTOR 18
PTHR12112,0.8650079675844302,0.25057749422505776,1.0,0.8373323658067766,BNIP - RELATED
PTHR23351,1.1611185946873297,0.12769872301276988,1.0,0.7379231551195939,FOS TRANSCRIPTION FACTOR-RELATED
PTHR22624,1.1430504969148347,0.34869651303486965,1.0,0.8841134073866361,CYSTEINE PROTEASE ATG4
PTHR10953,1.1551775998679041,0.2686273137268627,1.0,0.8616562563187926,UBIQUITIN-ACTIVATING ENZYME E1
PTHR10751,1.7230922236043027,3.999960000399996e-05,0.03023969760302397,0.012616540501261654,GUANYLATE BINDING PROTEIN
PTHR11139,0.8314680044884837,0.23795762042379576,1.0,0.8373323658067766,ATAXIA TELANGIECTASIA MUTATED  ATM -RELATED
PTHR24092,1.0878837486404678,0.6280837191628084,1.0,0.9350411975332301,PROBABLE PHOSPHOLIPID-TRANSPORTING ATPASE
PTHR43294,0.7900654112626816,0.06954930450695493,1.0,0.5596962977738643,SODIUM/POTASSIUM-TRANSPORTING ATPASE SUBUNIT ALPHA
PTHR45630,0.8605185647070592,0.24864751352486475,1.0,0.8373323658067766,CATION-TRANSPORTING ATPASE-RELATED
PTHR11523,1.0041777876172362,0.976580234197658,1.0,0.9778720069942158,SODIUM/POTASSIUM-DEPENDENT ATPASE BETA SUBUNIT
PTHR24093,0.9577520146914347,0.7158228417715823,1.0,0.9398091299087009,CATION TRANSPORTING ATPASE
PTHR11941,0.9007633108284128,0.38387616123838764,1.0,0.8841134073866361,ENOYL-COA HYDRATASE-RELATED
PTHR11977,0.7293785937181624,0.03413965860341397,1.0,0.46920250095744664,VILLIN
PTHR24241,1.1122915247679694,0.3928560714392856,1.0,0.8841134073866361,NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR
PTHR16675,1.3642592656373358,0.007829921700782993,1.0,0.2534410655893441,MHC CLASS I-RELATED
PTHR24271,1.0552909282115537,0.6986430135698642,1.0,0.9398091299087009,KALLIKREIN-RELATED
PTHR19944,2.5648797926376172,0.0015299847001529984,1.0,0.12593601336713905,MHC CLASS II-RELATED
PTHR11214,1.056940224741412,0.7216627833721663,1.0,0.9398091299087009,"BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE"
PTHR12369,1.1222925325351747,0.3645863541364586,1.0,0.8841134073866361,CHONDROITIN SYNTHASE
PTHR19300,0.9208782815445952,0.5223247767522324,1.0,0.9303738344349578,"BETA-1,4-GALACTOSYLTRANSFERASE"
PTHR46105,1.0243529967856981,0.9006709932900671,1.0,0.9759578975638815,AGAP004733-PA
PTHR12329,0.8874219265676434,0.37854621453785464,1.0,0.8841134073866361,BCL2-ASSOCIATED ATHANOGENE
PTHR11256,0.9715439630759984,0.7993320066799332,1.0,0.9478635104102793,BCL-2 RELATED
PTHR10589,1.378716438644997,0.012049879501204988,1.0,0.31320561794382057,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE
PTHR45915,1.1319277851721201,0.5015749842501575,1.0,0.9236590684940609,TRANSCRIPTION INTERMEDIARY FACTOR
PTHR11947,0.9977635274848349,0.9282507174928251,1.0,0.9778720069942158,PYRUVATE DEHYDROGENASE KINASE
PTHR24399,1.3553019327900224,0.014959850401495984,1.0,0.3147826855064783,ZINC FINGER AND BTB DOMAIN-CONTAINING
PTHR43313,0.8901027990180382,0.2937270627293727,1.0,0.8736032864390457,SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY 9C
PTHR19430,0.7390375966343733,0.012589874101258988,1.0,0.31320561794382057,PROTEIN BEX1-RELATED
PTHR23239,0.9487872923729362,0.5347446525534745,1.0,0.933776924857014,INTERMEDIATE FILAMENT
PTHR23349,1.2553812980705525,0.12223877761222388,1.0,0.731503075594244,"BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, TWIST"
PTHR10985,1.117092042269295,0.43792562074379254,1.0,0.8982099751195001,"BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED"
PTHR10044,1.1439609759125065,0.3032369676303237,1.0,0.8736032864390457,INHIBITOR OF APOPTOSIS
PTHR13710,1.154819989893757,0.2531774682253177,1.0,0.8373323658067766,DNA HELICASE RECQ FAMILY MEMBER
PTHR14098,0.9109700074007427,0.4526454735452645,1.0,0.9064884218882678,SH2 DOMAIN CONTAINING PROTEIN
PTHR45645,1.0738794126818876,0.6066939330606694,1.0,0.933776924857014,DORSAL-VENTRAL PATTERNING PROTEIN TOLLOID-RELATED-RELATED
PTHR11848,0.9592028671075482,0.7405325946740533,1.0,0.9398091299087009,TGF-BETA FAMILY
PTHR44170,0.9390395638576187,0.6451835481645184,1.0,0.9390903605304293,PROTEIN SIDEKICK
PTHR10410,1.2235415227047532,0.08898911010889891,1.0,0.6355165693626083,EUKARYOTIC TRANSLATION INITIATION FACTOR 3 -RELATED
PTHR13793,1.1608816823667423,0.26427735722642776,1.0,0.8549485445316488,PHD FINGER PROTEINS
PTHR11472,1.2107236806649293,0.12753872461275387,1.0,0.7379231551195939,DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER
PTHR24343,0.8437467065359519,0.16982830171698282,1.0,0.7638474170813847,SERINE/THREONINE KINASE
PTHR10075,1.1227956754969208,0.38626613733862664,1.0,0.8841134073866361,BASIGIN RELATED
PTHR24103,0.9154242081761212,0.5230347696523034,1.0,0.9303738344349578,E3 UBIQUITIN-PROTEIN LIGASE TRIM
PTHR45774,0.9368703759020297,0.5209847901520985,1.0,0.9303738344349578,BTB/POZ DOMAIN-CONTAINING
PTHR24410,1.0776207025625906,0.5178848211517885,1.0,0.9303738344349578,HL07962P-RELATED
PTHR24100,0.9535023380454248,0.7266027339726603,1.0,0.9398091299087009,BUTYROPHILIN
PTHR15344,1.0387460374675812,0.7613823861761383,1.0,0.9398091299087009,CDC42 EFFECTOR PROTEIN  BORG
PTHR11481,1.6423247085090276,0.13701862981370186,1.0,0.7504666332647018,IMMUNOGLOBULIN FC RECEPTOR
PTHR24255,1.435722468621856,0.0016899831001689982,1.0,0.12593601336713905,"COMPLEMENT COMPONENT 1, S SUBCOMPONENT-RELATED"
PTHR45656,0.7842050045604694,0.05030949690503095,1.0,0.5190512959735267,PROTEIN CBR-CLEC-78
PTHR12669,1.1560348744497808,0.25151748482515174,1.0,0.8373323658067766,EUKARYOTIC TRANSLATION INITIATION FACTOR 4E-BINDING PROTEIN
PTHR18952,1.0454367563917806,0.8586114138858612,1.0,0.9657783659904857,CARBONIC ANHYDRASE
PTHR10037,0.6350056612318312,0.004039959600403996,1.0,0.1837809399683781,VOLTAGE-GATED CATION CHANNEL  CALCIUM AND SODIUM
PTHR11824,1.1498669641636257,0.2087579124208758,1.0,0.8145862871268194,VOLTAGE-DEPENDENT CALCIUM CHANNEL BETA SUBUNIT
PTHR12107,1.2055857406991866,0.06413935860641394,1.0,0.5461402689343893,VOLTAGE-DEPENDENT CALCIUM CHANNEL GAMMA SUBUNIT
PTHR45889,0.9806863414697421,0.8136618633813661,1.0,0.9514857474882042,FAMILY NOT NAMED
PTHR23050,1.028291122850935,0.8956910430895691,1.0,0.9759578975638815,CALCIUM BINDING PROTEIN
PTHR10827,1.2506301202081196,0.049619503804961954,1.0,0.5190512959735267,RETICULOCALBIN
PTHR24347,1.003380761113778,0.9612603873961261,1.0,0.9778720069942158,SERINE/THREONINE-PROTEIN KINASE
PTHR24349,1.0996976479690534,0.4936450635493645,1.0,0.919383115751152,SERINE/THREONINE-PROTEIN KINASE
PTHR24346,0.941503773173849,0.5718542814571854,1.0,0.933776924857014,MAP/MICROTUBULE AFFINITY-REGULATING KINASE
PTHR10183,1.0713510636881138,0.6104938950610493,1.0,0.933776924857014,CALPAIN
PTHR11006,1.222922166862621,0.10461895381046189,1.0,0.6897689142766692,PROTEIN ARGININE N-METHYLTRANSFERASE
PTHR23122,0.9992980149321473,0.9400005999940001,1.0,0.9778720069942158,MEMBRANE-ASSOCIATED GUANYLATE KINASE  MAGUK
PTHR10454,0.9530466112080711,0.6809231907680923,1.0,0.9398091299087009,CASPASE
PTHR24034,1.0490459488498276,0.8107418925810742,1.0,0.9514857474882042,EGF-LIKE DOMAIN-CONTAINING PROTEIN
PTHR15715,0.9065227725667815,0.36530634693653063,1.0,0.8841134073866361,CENTROSOMAL PROTEIN OF 170 KDA
PTHR12231,0.635455040122306,0.0018299817001829982,1.0,0.12593601336713905,CTX-RELATED TYPE I TRANSMEMBRANE PROTEIN
PTHR11636,1.0386195882280596,0.8327616723832761,1.0,0.9617920437109828,POU DOMAIN
PTHR18947,0.9675047450538856,0.7272227277727222,1.0,0.9398091299087009,HOOK PROTEINS
PTHR24412,1.122039529015549,0.4621153788462115,1.0,0.9097440890876065,KELCH PROTEIN
PTHR12015,0.8837791439718308,0.33128668713312864,1.0,0.8841134073866361,SMALL INDUCIBLE CYTOKINE A
PTHR11348,0.9599375692600605,0.5550044499555005,1.0,0.933776924857014,CONNECTIVE TISSUE GROWTH FACTOR-RELATED
PTHR10177,1.250310521976168,0.06713932860671393,1.0,0.5585106786294775,CYCLINS
PTHR10026,1.0011414458688377,0.946990530094699,1.0,0.9778720069942158,CYCLIN
PTHR11353,1.0838647638524124,0.5888941110588894,1.0,0.933776924857014,CHAPERONIN
PTHR12207,1.024388136860699,0.9134908650913491,1.0,0.9778720069942158,V-SET AND TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN
PTHR19282,0.9554149972305671,0.7171128288717112,1.0,0.9398091299087009,TETRASPANIN
PTHR24373,0.8295191820180126,0.2014279857201428,1.0,0.8027307095350098,SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN
PTHR12080,1.0917100458380298,0.3568264317356826,1.0,0.8841134073866361,SIGNALING LYMPHOCYTIC ACTIVATION MOLECULE
PTHR14167,1.0888377442835444,0.5425745742542575,1.0,0.933776924857014,SH3 DOMAIN-CONTAINING
PTHR22803,1.2274103597300288,0.06375936240637593,1.0,0.5461402689343893,"MANNOSE, PHOSPHOLIPASE, LECTIN RECEPTOR RELATED"
PTHR24270,0.7131152535606645,0.02146978530214698,1.0,0.37453920915336303,LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED
PTHR12035,1.1795443058273838,0.13805861941380587,1.0,0.7504666332647018,SIALIC ACID BINDING IMMUNOGLOBULIN-LIKE LECTIN
PTHR11471,1.1684201454972145,0.4628053719462805,1.0,0.9097440890876065,TUMOR NECROSIS FACTOR FAMILY MEMBER
PTHR11506,0.8703017239053177,0.22658773412265878,1.0,0.8326549258779257,LYSOSOME-ASSOCIATED MEMBRANE GLYCOPROTEIN
PTHR23339,1.136153864030039,0.4191258087419126,1.0,0.8938365864960135,TYROSINE SPECIFIC PROTEIN PHOSPHATASE AND DUAL SPECIFICITY PROTEIN PHOSPHATASE
PTHR24067,0.9304107178264709,0.5550844491555085,1.0,0.933776924857014,UBIQUITIN-CONJUGATING ENZYME E2
PTHR24072,0.9473500497632612,0.6538634613653863,1.0,0.9398091299087009,RHO FAMILY GTPASE
PTHR22988,0.6986714758943998,0.053039469605303945,1.0,0.5214399804053907,MYOTONIC DYSTROPHY S/T KINASE-RELATED
PTHR11909,1.2566425391054536,0.06420935790642093,1.0,0.5461402689343893,CASEIN KINASE-RELATED
PTHR24027,0.8296734272187467,0.24336756632433676,1.0,0.8373323658067766,CADHERIN-23
PTHR24028,0.8670862115896512,0.33505664943350566,1.0,0.8841134073866361,CADHERIN-87A
PTHR24026,1.292307741800022,0.03310966890331097,1.0,0.46920250095744664,FAT ATYPICAL CADHERIN-RELATED
PTHR24056,1.171009963521181,0.2972570274297257,1.0,0.8736032864390457,CELL DIVISION PROTEIN KINASE
PTHR43903,0.8592704574298935,0.24008759912400876,1.0,0.8373323658067766,NEUROLIGIN
PTHR24012,1.2235509547742882,0.1816281837181628,1.0,0.7638474170813847,RNA BINDING PROTEIN
PTHR19303,0.8866965241970053,0.3483665163348367,1.0,0.8841134073866361,TRANSPOSON
PTHR23159,0.8379291828909395,0.22205777942220578,1.0,0.8240085246206362,CENTROSOMAL PROTEIN 2
PTHR10337,1.2337897002221112,0.12316876831231688,1.0,0.731503075594244,SHC TRANSFORMING PROTEIN
PTHR18902,1.179421243224286,0.16780832191678083,1.0,0.7638474170813847,NUCLEAR MITOTIC APPARATUS PROTEIN 1-RELATED
PTHR45973,1.3077230750219715,0.3347466525334747,1.0,0.8841134073866361,PROTEIN PHOSPHATASE 1 REGULATORY SUBUNIT SDS22-RELATED
PTHR10730,1.1305747855672055,0.4241657583424166,1.0,0.8938365864960135,"PROCOLLAGEN-LYSINE,2-OXOGLUTARATE 5-DIOXYGENASE/GLYCOSYLTRANSFERASE 25 FAMILY MEMBER"
PTHR12560,1.2543046448688466,0.1057289427105729,1.0,0.6897689142766692,LONGEVITY ASSURANCE FACTOR 1  LAG1
PTHR10219,0.9103028232389484,0.4431155688443116,1.0,0.8982099751195001,GLYCOLIPID TRANSFER PROTEIN-RELATED
PTHR13720,0.9226633208555826,0.5908540914590854,1.0,0.933776924857014,WD-40 REPEAT PROTEIN
PTHR24253,0.8237419029845309,0.2943970560294397,1.0,0.8736032864390457,TRANSMEMBRANE PROTEASE SERINE
PTHR10656,0.9499443397068222,0.7217727822721772,1.0,0.9398091299087009,CELL FATE DETERMINING PROTEIN MAB21-RELATED
PTHR11863,1.0391114649933657,0.7758722412775872,1.0,0.9398091299087009,STEROL DESATURASE
PTHR22589,1.0637726728902024,0.7152628473715262,1.0,0.9398091299087009,CARNITINE O-ACYLTRANSFERASE
PTHR45623,1.0813530571977332,0.5818641813581864,1.0,0.933776924857014,CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 3-RELATED-RELATED
PTHR22603,1.1412866525718464,0.25689743102568974,1.0,0.8416911109858858,CHOLINE/ETHANOALAMINE KINASE
PTHR11787,0.987244355188295,0.8606813931860682,1.0,0.9666703481333139,RAB GDP-DISSOCIATION INHIBITOR
PTHR10476,1.3151118434915867,0.02977970220297797,1.0,0.45237867621323785,CHARGED MULTIVESICULAR BODY PROTEIN
PTHR22761,0.9305696793472537,0.5840941590584094,1.0,0.933776924857014,CHARGED MULTIVESICULAR BODY PROTEIN
PTHR10252,1.2222258512351756,0.13522864771352286,1.0,0.7504666332647018,HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED
PTHR18945,0.9085293013210701,0.43434565654343454,1.0,0.8982099751195001,NEUROTRANSMITTER GATED ION CHANNEL
PTHR24247,1.050003298368843,0.7716222837771622,1.0,0.9398091299087009,5-HYDROXYTRYPTAMINE RECEPTOR
PTHR10704,1.160379961394798,0.32912670873291267,1.0,0.8841134073866361,CARBOHYDRATE SULFOTRANSFERASE
PTHR12137,0.6893260398479454,0.029879701202987972,1.0,0.45237867621323785,CARBOHYDRATE SULFOTRANSFERASE
